Element Id,Family,Type,Level,Angle,Angle 1,Area,Category,Center Radius,Center to End,Center to End Label,Center to Socket Bottom,Center to Socket Bottom Label,Center to Socket Bottom Not Found,Comments,Design Option,Elevation from Level,Export to IFC,Export to IFC As,Family and Type,Family Name,Fitting Outside Diameter,Fitting Outside Diameter 1,Fitting Outside Diameter 2,Fitting Outside Radius,Fitting Outside Radius 1,Fitting Outside Radius 2,Head Height,Head Width,Height,Height Offset,Host Id,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,IsCustom,Length,Length 1,Length 10,Length 11,Length 12,Length 2,Length 3,Length 4,Length 5,Length 6,Length 7,Length 8,Length 9,Loss Method,Loss Method Settings,Mark,Max Fitting Outside Diameter 12,Max Nominal Diameter 12,Maximum Size,Min Nominal Diameter 12,Minimum Size,Nominal Diameter,Nominal Diameter 1,Nominal Diameter 2,Nominal Radius,Nominal Radius 1,Nominal Radius 2,OffsetHeight,OffsetWidth,Overall Size,Phase Created,Phase Demolished,Pressure Drop,Radius 1,Radius 2,Size,Socket Bottom to Socket Bottom Run,Socket Depth,Socket Depth 1,Socket Depth 2,Socket Entrance Diameter,Socket Entrance Diameter 1,Socket Entrance Diameter 2,Socket Outside Diameter,Socket Outside Diameter 1,Socket Outside Diameter 2,Socket Outside Radius,Socket Outside Radius 1,Socket Outside Radius 2,SU/SD from Bottom,SU/SD from Top,System Abbreviation,System Classification,System Name,System Type,Thread Length,Tick Size,Tick Size 1,Tick Size 2,Type Id,Type Name,Use Annotation Scale,Visibility 1,Visibility 2,Visibility 3,Volume,Wall Thickness,Wall Thickness 1,Wall Thickness 2,Width Offset
1611870,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3O8E,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1611879,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3O8t,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612007,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OAt,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612045,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3ODT,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612049,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OD1,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612180,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OF4,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612189,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OFD,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612204,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OFy,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612213,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OFb,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612229,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OEL,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612238,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OEU,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612260,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OEq,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612269,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OEz,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612990,Elbow - Generic,Standard,L2,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"10' - 2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3ORk,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1612992,Elbow - Generic,Standard,L2,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"11' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OQG,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613002,Elbow - Generic,Standard,L2,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"11' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OQQ,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613062,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"-0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OTM,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613064,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 7""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OTO,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613074,Elbow - Generic,Standard,L3,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"0' - 7""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OT2,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.20 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613082,Elbow - Generic,Standard,L3,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"0' - 7""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OTA,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.20 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613096,Elbow - Generic,Standard,L2,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"10' - 2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OTu,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613192,Elbow - Generic,Standard,L2,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"11' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OVO,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613339,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OHB,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613424,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OGW,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613428,Elbow - Generic,Standard,L2,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"10' - 2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OGa,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613473,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OJn,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613477,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"-0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OJr,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613481,Elbow - Generic,Standard,L3,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"-0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OJv,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.20 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1613556,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 3 1/2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OIa,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613560,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 3 1/2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OIe,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613564,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 7""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OIi,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 36,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613596,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"2' - 3 1/2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OLC,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613600,Elbow - Generic,Standard,L2,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"13' - 0 1/2""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OLm,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613604,Elbow - Generic,Standard,L2,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"11' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3OLq,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613719,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3ON7,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613723,Elbow - Generic,Standard,L3,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 3""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3ONB,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1613727,Tee - Generic,Standard,L3,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"0' - 3""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0DPqKBfyrEY8j5gTxR3ONF,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1615464,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,37ZLoT$V50VxeIHhQkssGX,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,3.07 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 38,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1615488,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,37ZLoT$V50VxeIHhQkssJ9,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 38,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1615497,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,37ZLoT$V50VxeIHhQkssJ0,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 38,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1615576,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,37ZLoT$V50VxeIHhQkssIH,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
