Element Id,Family,Type,Level,Additional Flow,Area,Category,Comments,Connection Type,Design Option,Diameter,Export to IFC,Export to IFC As,Family Name,Fixture Units,Flow,Flow State,Friction,Friction Factor,Horizontal Justification,IFC Predefined Type,IfcGUID,Image,Inside Diameter,Insulation Thickness,Insulation Type,Length,Lower End Bottom Elevation,Lower End Centerline Elevation,Lower End Invert Elevation,Mark,Material,Middle Elevation,Outside Diameter,Overall Size,Phase Created,Phase Demolished,Pipe Segment,Pressure Drop,Reference Level,Relative Roughness,Reynolds Number,Roughness,Schedule/Type,Section,Segment Description,Size,Slope,System Abbreviation,System Classification,System Name,System Type,Type Name,Upper End Centerline Elevation,Upper End Top Elevation,Velocity,Velocity Pressure,Vertical Justification,Wall Thickness
1593324,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,10,,,,,0,,2QA0c_$vXENvpa823uSsh4,,"1""","0""",,"0' - 0 29/32""","2' - 9 1/2""","2' - 9 1/2""","2' - 9 1/2""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L1 - Block 43,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 10 13/32""","2' - 10 13/32""",,,0,"1/8"""
1593326,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,10,,,,,0,,2QA0c_$vXENvpa823uSsh2,,"1""","0""",,"0' - 1 3/8""","2' - 10 21/32""",,"2' - 10 23/32""",,Copper,"2' - 11 7/32""","1 1/8""","1""ø",New Construction,,Copper - K,,L1 - Block 43,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 11 25/32""",,,0,"1/8"""
1593328,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,10,,,,,0,,2QA0c_$vXENvpa823uSsh0,,"1""","0""",,"0' - 4 29/32""","3' - 0 1/32""","3' - 0 1/32""","3' - 0 1/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L1 - Block 43,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"3' - 4 15/16""","3' - 4 15/16""",,,0,"1/8"""
1593341,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uSshJ,,"1/2""","0""",,"2' - 10 15/16""","-0' - 2 7/16""","-0' - 2 7/16""","-0' - 2 7/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 8 1/2""","2' - 8 1/2""",,,0,"0"""
1593343,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uSshH,,"1/2""","0""",,"0' - 9 7/8""","-0' - 3 5/16""",,"-0' - 3 1/4""",,Copper,"-0' - 3""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"-0' - 2 11/16""",,,0,"0"""
1593345,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKl,,"1/2""","0""",,"1' - 6 3/32""","-1' - 9 21/32""","-1' - 9 21/32""","-1' - 9 21/32""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"-0' - 3 9/16""","-0' - 3 9/16""",,,0,"0"""
1593347,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKj,,"1/2""","0""",,"9' - 0 1/4""","-1' - 10 17/32""",,"-1' - 10 15/32""",,Copper,"-1' - 10 7/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"-1' - 9 29/32""",,,0,"0"""
1593349,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKh,,"1/2""","0""",,"3' - 2 27/32""","-1' - 9 21/32""","-1' - 9 21/32""","-1' - 9 21/32""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 5 3/16""","1' - 5 3/16""",,,0,"0"""
1593363,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStKz,,"1/2""","0""",,"2' - 4 7/16""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"3' - 11""","3' - 11""",,,0,"0"""
1593365,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStKx,,"1/2""","0""",,"0' - 3 5/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593374,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKo,,"1/2""","0""",,"0' - 4 3/8""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593376,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKm,,"1/2""","0""",,"0' - 0 1/2""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593383,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStK9,,"1/2""","0""",,"2' - 10 15/16""","-0' - 2 7/16""","-0' - 2 7/16""","-0' - 2 7/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 8 1/2""","2' - 8 1/2""",,,0,"0"""
1593385,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStK7,,"1/2""","0""",,"0' - 9 7/8""","-0' - 3 5/16""",,"-0' - 3 1/4""",,Copper,"-0' - 3""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"-0' - 2 11/16""",,,0,"0"""
1593387,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStK5,,"1/2""","0""",,"1' - 6 3/32""","-1' - 9 21/32""","-1' - 9 21/32""","-1' - 9 21/32""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"-0' - 3 9/16""","-0' - 3 9/16""",,,0,"0"""
1593389,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStK3,,"1/2""","0""",,"9' - 0 1/4""","-1' - 10 17/32""",,"-1' - 10 15/32""",,Copper,"-1' - 10 7/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"-1' - 9 29/32""",,,0,"0"""
1593391,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStK1,,"1/2""","0""",,"3' - 2 27/32""","-1' - 9 21/32""","-1' - 9 21/32""","-1' - 9 21/32""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 5 3/16""","1' - 5 3/16""",,,0,"0"""
1593408,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStKG,,"1/2""","0""",,"0' - 3 27/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593410,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStLk,,"1/2""","0""",,"0' - 4 1/2""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593414,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStLg,,"1/2""","0""",,"2' - 4 7/16""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"3' - 11""","3' - 11""",,,0,"0"""
1593416,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStLe,,"1/2""","0""",,"0' - 4 15/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593425,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStL$,,"1""","0""",,"0' - 1 29/32""","2' - 9 1/2""","2' - 9 1/2""","2' - 9 1/2""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 11 13/32""","2' - 11 13/32""",,,0,"1/8"""
1593430,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLw,,"1""","0""",,"0' - 0 29/32""","2' - 9 1/2""","2' - 9 1/2""","2' - 9 1/2""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 10 13/32""","2' - 10 13/32""",,,0,"1/8"""
1593435,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLr,,"1""","0""",,"0' - 0 19/32""","2' - 1 29/32""","2' - 1 29/32""","2' - 1 29/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 2 1/2""","2' - 2 1/2""",,,0,"1/8"""
1593437,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLp,,"1""","0""",,"0' - 3 3/8""","2' - 0 17/32""",,"2' - 0 19/32""",,Copper,"2' - 1 3/32""","1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 1 21/32""",,,0,"1/8"""
1593439,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLn,,"1""","0""",,"0' - 0 31/32""","1' - 11 5/16""","1' - 11 5/16""","1' - 11 5/16""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 0 9/32""","2' - 0 9/32""",,,0,"1/8"""
1593441,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLF,,"1""","0""",,"0' - 5 5/16""","1' - 9 15/16""",,"1' - 10""",,Copper,"1' - 10 1/2""","1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 11 1/16""",,,0,"1/8"""
1593443,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLD,,"1/2""","0""",,"0' - 3 1/8""","1' - 6 13/16""","1' - 6 13/16""","1' - 6 13/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 9 15/16""","1' - 9 15/16""",,,0,"0"""
1593464,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLO,,"1""","0""",,"0' - 0 29/32""","2' - 1 19/32""","2' - 1 19/32""","2' - 1 19/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 2 1/2""","2' - 2 1/2""",,,0,"1/8"""
1593466,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLM,,"1""","0""",,"0' - 3 3/8""","2' - 0 7/32""",,"2' - 0 9/32""",,Copper,"2' - 0 25/32""","1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 1 11/32""",,,0,"1/8"""
1593468,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLK,,"1""","0""",,"0' - 1 7/32""","1' - 10 3/4""","1' - 10 3/4""","1' - 10 3/4""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 11 31/32""","1' - 11 31/32""",,,0,"1/8"""
1593470,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLI,,"1""","0""",,"0' - 5 5/16""","1' - 9 3/8""",,"1' - 9 7/16""",,Copper,"1' - 9 15/16""","1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 10 1/2""",,,0,"1/8"""
1593472,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStLG,,"1/2""","0""",,"0' - 2 9/16""","1' - 6 13/16""","1' - 6 13/16""","1' - 6 13/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 9 3/8""","1' - 9 3/8""",,,0,"0"""
1593493,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStMx,,"1/2""","0""",,"0' - 1 3/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593498,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2QA0c_$vXENvpa823uStMs,,"1""","0""",,"0' - 1 5/32""","2' - 9 1/2""","2' - 9 1/2""","2' - 9 1/2""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 10 21/32""","2' - 10 21/32""",,,0,"1/8"""
1593503,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2QA0c_$vXENvpa823uStMn,,"1""","0""",,"0' - 0 29/32""","2' - 1 19/32""","2' - 1 19/32""","2' - 1 19/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 2 1/2""","2' - 2 1/2""",,,0,"1/8"""
1593505,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2QA0c_$vXENvpa823uStMF,,"1""","0""",,"0' - 4 7/8""","2' - 0 7/32""",,"2' - 0 9/32""",,Copper,"2' - 0 25/32""","1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 1 11/32""",,,0,"1/8"""
1593507,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2QA0c_$vXENvpa823uStMD,,"1""","0""",,"0' - 5 1/8""","1' - 6 27/32""","1' - 6 27/32""","1' - 6 27/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 11 31/32""","1' - 11 31/32""",,,0,"1/8"""
1593509,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,12.5,,,,,0,,2QA0c_$vXENvpa823uStMB,,"1/2""","0""",,"0' - 6 9/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593524,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStMS,,"1/2""","0""",,"0' - 1 5/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593529,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStMN,,"1/2""","0""",,"2' - 4 7/16""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"3' - 11""","3' - 11""",,,0,"0"""
1593531,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStML,,"1/2""","0""",,"0' - 3 23/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593533,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2QA0c_$vXENvpa823uStMJ,,"1/2""","0""",,"0' - 3 31/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593544,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStNe,,"1/2""","0""",,"0' - 2 3/16""","0' - 7 11/16""",,"0' - 7 3/4""",,Copper,"0' - 8""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"0' - 8 5/16""",,,0,"0"""
1593546,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStNc,,"1/2""","0""",,"0' - 8 5/8""","0' - 8 9/16""","0' - 8 9/16""","0' - 8 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 5 3/16""","1' - 5 3/16""",,,0,"0"""
1593553,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStN$,,"1/2""","0""",,"1' - 1 15/16""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 8 1/2""","2' - 8 1/2""",,,0,"0"""
1593555,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStNz,,"1/2""","0""",,"0' - 1 3/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593557,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStNx,,"1/2""","0""",,"1' - 2 1/32""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593559,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStNv,,"1/2""","0""",,"0' - 1 7/8""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593561,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,5,,,,,0,,2QA0c_$vXENvpa823uStNt,,"1/2""","0""",,"0' - 8 3/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1593576,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2QA0c_$vXENvpa823uStN8,,"1/2""","0""",,"0' - 2 7/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L1 - Block 43,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
